"Step","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"3003","-58.00407232455349","-58.00407232455349","-58.00407232455349","-25.114574915694348","-25.114574915694348","-25.114574915694348","-17.84247850271482","-17.84247850271482","-17.84247850271482"
"3004","-57.79542229474774","-57.79542229474774","-57.79542229474774","-25.21953692253989","-25.21953692253989","-25.21953692253989","-17.71582958841659","-17.71582958841659","-17.71582958841659"
"3005","-57.921439200306786","-57.921439200306786","-57.921439200306786","-25.24180371201636","-25.24180371201636","-25.24180371201636","-17.634794263582002","-17.634794263582002","-17.634794263582002"
"3006","-57.73001172815354","-57.73001172815354","-57.73001172815354","-25.495077827914738","-25.495077827914738","-25.495077827914738","-17.53007480588219","-17.53007480588219","-17.53007480588219"
"3007","-57.29359828837223","-57.29359828837223","-57.29359828837223","-25.457395641603693","-25.457395641603693","-25.457395641603693","-17.474124969835202","-17.474124969835202","-17.474124969835202"
"3008","-56.96841131112671","-56.96841131112671","-56.96841131112671","-25.47301380740959","-25.47301380740959","-25.47301380740959","-17.51367892628717","-17.51367892628717","-17.51367892628717"
"3009","-56.47572663892368","-56.47572663892368","-56.47572663892368","-25.262751047844368","-25.262751047844368","-25.262751047844368","-17.40544656101329","-17.40544656101329","-17.40544656101329"
"3010","-57.107055716430665","-57.107055716430665","-57.107055716430665","-25.044588812960786","-25.044588812960786","-25.044588812960786","-17.048073361063242","-17.048073361063242","-17.048073361063242"
"3011","-57.45016658001467","-57.45016658001467","-57.45016658001467","-25.135016884588364","-25.135016884588364","-25.135016884588364","-17.1163132149639","-17.1163132149639","-17.1163132149639"
"3012","-57.277429294558","-57.277429294558","-57.277429294558","-25.18423948406405","-25.18423948406405","-25.18423948406405","-17.128885083708123","-17.128885083708123","-17.128885083708123"
"3013","-58.014489980922626","-58.014489980922626","-58.014489980922626","-25.574406926266906","-25.574406926266906","-25.574406926266906","-17.162048376601593","-17.162048376601593","-17.162048376601593"
"3014","-58.03725501111973","-58.03725501111973","-58.03725501111973","-25.65138088797151","-25.65138088797151","-25.65138088797151","-16.972696771441953","-16.972696771441953","-16.972696771441953"
"3015","-58.25977990475054","-58.25977990475054","-58.25977990475054","-25.69496911435189","-25.69496911435189","-25.69496911435189","-17.25981166437711","-17.25981166437711","-17.25981166437711"
"3016","-58.14615599464895","-58.14615599464895","-58.14615599464895","-25.756471523165953","-25.756471523165953","-25.756471523165953","-17.334704296158826","-17.334704296158826","-17.334704296158826"
"3017","-58.073641967854456","-58.073641967854456","-58.073641967854456","-26.02653470174927","-26.02653470174927","-26.02653470174927","-17.31920595004357","-17.31920595004357","-17.31920595004357"
"3018","-57.97895687110863","-57.97895687110863","-57.97895687110863","-26.056944778987017","-26.056944778987017","-26.056944778987017","-16.87392567382768","-16.87392567382768","-16.87392567382768"
"3019","-57.38879004649668","-57.38879004649668","-57.38879004649668","-26.021489022960395","-26.021489022960395","-26.021489022960395","-17.02640123471353","-17.02640123471353","-17.02640123471353"
"3020","-57.36383538935243","-57.36383538935243","-57.36383538935243","-25.715750828605305","-25.715750828605305","-25.715750828605305","-17.06722065776167","-17.06722065776167","-17.06722065776167"
"3021","-57.72460256584707","-57.72460256584707","-57.72460256584707","-25.68958705487112","-25.68958705487112","-25.68958705487112","-17.23595639654841","-17.23595639654841","-17.23595639654841"
"3022","-57.84656945417754","-57.84656945417754","-57.84656945417754","-25.78782266157399","-25.78782266157399","-25.78782266157399","-16.926375644058172","-16.926375644058172","-16.926375644058172"
"3023","-58.068405442933525","-58.068405442933525","-58.068405442933525","-25.881197698538898","-25.881197698538898","-25.881197698538898","-16.832185945631956","-16.832185945631956","-16.832185945631956"
"3024","-58.16921706347844","-58.16921706347844","-58.16921706347844","-25.885092119102442","-25.885092119102442","-25.885092119102442","-16.884726717633622","-16.884726717633622","-16.884726717633622"
"3025","-58.27206787952477","-58.27206787952477","-58.27206787952477","-25.847761196222056","-25.847761196222056","-25.847761196222056","-16.92523932879432","-16.92523932879432","-16.92523932879432"
"3026","-57.940304880641825","-57.940304880641825","-57.940304880641825","-25.356697535292064","-25.356697535292064","-25.356697535292064","-16.712260111801232","-16.712260111801232","-16.712260111801232"
"3027","-57.928216055899135","-57.928216055899135","-57.928216055899135","-25.652122394685712","-25.652122394685712","-25.652122394685712","-16.7207608535958","-16.7207608535958","-16.7207608535958"
"3028","-58.33394558792358","-58.33394558792358","-58.33394558792358","-25.67085897423055","-25.67085897423055","-25.67085897423055","-16.640086230187933","-16.640086230187933","-16.640086230187933"
"3029","-58.17084805178291","-58.17084805178291","-58.17084805178291","-25.627146059597145","-25.627146059597145","-25.627146059597145","-16.788954161328565","-16.788954161328565","-16.788954161328565"
"3030","-58.540317743509625","-58.540317743509625","-58.540317743509625","-25.687209425996354","-25.687209425996354","-25.687209425996354","-16.76555112173047","-16.76555112173047","-16.76555112173047"
"3031","-58.80637674224865","-58.80637674224865","-58.80637674224865","-26.187815136294958","-26.187815136294958","-26.187815136294958","-16.486412241380954","-16.486412241380954","-16.486412241380954"
"3032","-58.90940100829587","-58.90940100829587","-58.90940100829587","-26.153866807389278","-26.153866807389278","-26.153866807389278","-16.38785820014344","-16.38785820014344","-16.38785820014344"
"3033","-59.60095233290969","-59.60095233290969","-59.60095233290969","-26.462795034371258","-26.462795034371258","-26.462795034371258","-16.57409792628579","-16.57409792628579","-16.57409792628579"
"3034","-59.04095756978648","-59.04095756978648","-59.04095756978648","-26.45938956115276","-26.45938956115276","-26.45938956115276","-16.55440637925022","-16.55440637925022","-16.55440637925022"
"3035","-59.273770480230496","-59.273770480230496","-59.273770480230496","-26.313130183407587","-26.313130183407587","-26.313130183407587","-16.68228072569497","-16.68228072569497","-16.68228072569497"
"3036","-58.69531576059399","-58.69531576059399","-58.69531576059399","-26.162834793277266","-26.162834793277266","-26.162834793277266","-16.70999315098468","-16.70999315098468","-16.70999315098468"
"3037","-58.002189582469384","-58.002189582469384","-58.002189582469384","-26.29994337234768","-26.29994337234768","-26.29994337234768","-16.502312131070166","-16.502312131070166","-16.502312131070166"
"3038","-57.68014704271869","-57.68014704271869","-57.68014704271869","-26.420149818107305","-26.420149818107305","-26.420149818107305","-16.567336288749413","-16.567336288749413","-16.567336288749413"
"3039","-57.875606578890384","-57.875606578890384","-57.875606578890384","-26.54857048280855","-26.54857048280855","-26.54857048280855","-16.884215009753873","-16.884215009753873","-16.884215009753873"
"3040","-57.68940851860046","-57.68940851860046","-57.68940851860046","-26.2656191252102","-26.2656191252102","-26.2656191252102","-16.63510541102962","-16.63510541102962","-16.63510541102962"
"3041","-57.70387228444842","-57.70387228444842","-57.70387228444842","-26.180486238880963","-26.180486238880963","-26.180486238880963","-16.60908350963245","-16.60908350963245","-16.60908350963245"
"3042","-58.241985267135306","-58.241985267135306","-58.241985267135306","-26.196307593927155","-26.196307593927155","-26.196307593927155","-16.526110511265696","-16.526110511265696","-16.526110511265696"
"3043","-59.05851572301237","-59.05851572301237","-59.05851572301237","-25.875999681266833","-25.875999681266833","-25.875999681266833","-16.517518957955527","-16.517518957955527","-16.517518957955527"
"3044","-59.3945291930354","-59.3945291930354","-59.3945291930354","-25.69948798722761","-25.69948798722761","-25.69948798722761","-16.569366569957296","-16.569366569957296","-16.569366569957296"
"3045","-60.08430746206558","-60.08430746206558","-60.08430746206558","-25.670966997066603","-25.670966997066603","-25.670966997066603","-16.2121188565881","-16.2121188565881","-16.2121188565881"
"3046","-60.26692923243211","-60.26692923243211","-60.26692923243211","-25.61567731723755","-25.61567731723755","-25.61567731723755","-16.462543967210237","-16.462543967210237","-16.462543967210237"
"3047","-60.128201805129535","-60.128201805129535","-60.128201805129535","-25.702142032669034","-25.702142032669034","-25.702142032669034","-16.508316136471294","-16.508316136471294","-16.508316136471294"
"3048","-60.25981092204901","-60.25981092204901","-60.25981092204901","-25.460653409192773","-25.460653409192773","-25.460653409192773","-16.341597885280905","-16.341597885280905","-16.341597885280905"
"3049","-59.788914674330854","-59.788914674330854","-59.788914674330854","-25.53235483676922","-25.53235483676922","-25.53235483676922","-16.17405265782704","-16.17405265782704","-16.17405265782704"
"3050","-59.62502534479651","-59.62502534479651","-59.62502534479651","-25.576964858644523","-25.576964858644523","-25.576964858644523","-16.234545448251062","-16.234545448251062","-16.234545448251062"
"3051","-59.46996612574897","-59.46996612574897","-59.46996612574897","-25.480244130969446","-25.480244130969446","-25.480244130969446","-16.104305142322474","-16.104305142322474","-16.104305142322474"
"3052","-58.704554316328","-58.704554316328","-58.704554316328","-25.296973957157633","-25.296973957157633","-25.296973957157633","-16.007558632084788","-16.007558632084788","-16.007558632084788"
"3053","-58.864623708866205","-58.864623708866205","-58.864623708866205","-25.056291738203036","-25.056291738203036","-25.056291738203036","-16.25591768146814","-16.25591768146814","-16.25591768146814"
"3054","-59.37563203025486","-59.37563203025486","-59.37563203025486","-24.353133428782435","-24.353133428782435","-24.353133428782435","-16.15973665566443","-16.15973665566443","-16.15973665566443"
"3055","-60.11406482057353","-60.11406482057353","-60.11406482057353","-24.648253521476853","-24.648253521476853","-24.648253521476853","-16.061524806085362","-16.061524806085362","-16.061524806085362"
"3056","-59.83116938330465","-59.83116938330465","-59.83116938330465","-24.363326206256364","-24.363326206256364","-24.363326206256364","-16.069173215961666","-16.069173215961666","-16.069173215961666"
"3057","-59.72893651422441","-59.72893651422441","-59.72893651422441","-24.307778632845743","-24.307778632845743","-24.307778632845743","-16.08281419020734","-16.08281419020734","-16.08281419020734"
"3058","-60.035460551352884","-60.035460551352884","-60.035460551352884","-24.171486826273497","-24.171486826273497","-24.171486826273497","-15.967410344890313","-15.967410344890313","-15.967410344890313"
"3059","-59.94214401467905","-59.94214401467905","-59.94214401467905","-24.56344007710305","-24.56344007710305","-24.56344007710305","-15.918630915218454","-15.918630915218454","-15.918630915218454"
"3060","-60.40713724160424","-60.40713724160424","-60.40713724160424","-24.710284616147998","-24.710284616147998","-24.710284616147998","-15.916910140817803","-15.916910140817803","-15.916910140817803"
"3061","-60.323775782504875","-60.323775782504875","-60.323775782504875","-24.556293575862146","-24.556293575862146","-24.556293575862146","-15.846053908810308","-15.846053908810308","-15.846053908810308"
"3062","-60.19316544053276","-60.19316544053276","-60.19316544053276","-24.56491845831889","-24.56491845831889","-24.56491845831889","-15.805840020068665","-15.805840020068665","-15.805840020068665"
"3063","-60.23645467083688","-60.23645467083688","-60.23645467083688","-24.478987419766337","-24.478987419766337","-24.478987419766337","-15.643189967662904","-15.643189967662904","-15.643189967662904"
"3064","-60.13249816075891","-60.13249816075891","-60.13249816075891","-24.39176427406226","-24.39176427406226","-24.39176427406226","-15.497478452903831","-15.497478452903831","-15.497478452903831"
"3065","-60.733350236946954","-60.733350236946954","-60.733350236946954","-24.32879240565326","-24.32879240565326","-24.32879240565326","-15.303403714123881","-15.303403714123881","-15.303403714123881"
"3066","-60.62337594746572","-60.62337594746572","-60.62337594746572","-24.76663088176487","-24.76663088176487","-24.76663088176487","-15.414731963124542","-15.414731963124542","-15.414731963124542"
"3067","-60.93145376993616","-60.93145376993616","-60.93145376993616","-24.118363963552632","-24.118363963552632","-24.118363963552632","-15.30467160456103","-15.30467160456103","-15.30467160456103"
"3068","-61.40728078654518","-61.40728078654518","-61.40728078654518","-23.92462781817106","-23.92462781817106","-23.92462781817106","-15.658408187860855","-15.658408187860855","-15.658408187860855"
"3069","-61.91691342184455","-61.91691342184455","-61.91691342184455","-23.879710335815297","-23.879710335815297","-23.879710335815297","-15.647087602834272","-15.647087602834272","-15.647087602834272"
"3070","-61.49213288511847","-61.49213288511847","-61.49213288511847","-24.099230511253726","-24.099230511253726","-24.099230511253726","-15.6822541818948","-15.6822541818948","-15.6822541818948"
"3071","-62.234841547371786","-62.234841547371786","-62.234841547371786","-24.025777860844187","-24.025777860844187","-24.025777860844187","-15.665269480163802","-15.665269480163802","-15.665269480163802"
"3072","-62.72420326532814","-62.72420326532814","-62.72420326532814","-24.193844514952612","-24.193844514952612","-24.193844514952612","-15.366630826850141","-15.366630826850141","-15.366630826850141"
"3073","-62.63325882904421","-62.63325882904421","-62.63325882904421","-24.187714710834403","-24.187714710834403","-24.187714710834403","-15.299553341879644","-15.299553341879644","-15.299553341879644"
"3074","-62.78263397718046","-62.78263397718046","-62.78263397718046","-23.90830955864026","-23.90830955864026","-23.90830955864026","-15.30405315438751","-15.30405315438751","-15.30405315438751"
"3075","-62.01315121445237","-62.01315121445237","-62.01315121445237","-24.017383113569686","-24.017383113569686","-24.017383113569686","-15.508174834879126","-15.508174834879126","-15.508174834879126"
"3076","-62.161716219030275","-62.161716219030275","-62.161716219030275","-23.85948702461515","-23.85948702461515","-23.85948702461515","-15.660293379447085","-15.660293379447085","-15.660293379447085"
"3077","-62.100647926406985","-62.100647926406985","-62.100647926406985","-24.028540437371888","-24.028540437371888","-24.028540437371888","-15.696322677731468","-15.696322677731468","-15.696322677731468"
"3078","-62.225447778020495","-62.225447778020495","-62.225447778020495","-23.54936795628837","-23.54936795628837","-23.54936795628837","-15.714591237195867","-15.714591237195867","-15.714591237195867"
"3079","-62.685579895847276","-62.685579895847276","-62.685579895847276","-23.78194518986723","-23.78194518986723","-23.78194518986723","-15.756257163242843","-15.756257163242843","-15.756257163242843"
"3080","-62.85900587475753","-62.85900587475753","-62.85900587475753","-23.928546166237034","-23.928546166237034","-23.928546166237034","-15.791410929494578","-15.791410929494578","-15.791410929494578"
"3081","-63.61326497612004","-63.61326497612004","-63.61326497612004","-23.78897037724063","-23.78897037724063","-23.78897037724063","-15.652030590078319","-15.652030590078319","-15.652030590078319"
"3082","-63.95771869315636","-63.95771869315636","-63.95771869315636","-23.662497294077344","-23.662497294077344","-23.662497294077344","-15.5277969800812","-15.5277969800812","-15.5277969800812"
"3083","-63.39753973597226","-63.39753973597226","-63.39753973597226","-23.252364064514627","-23.252364064514627","-23.252364064514627","-16.049819176182712","-16.049819176182712","-16.049819176182712"
"3084","-63.70593310633072","-63.70593310633072","-63.70593310633072","-23.47541913273217","-23.47541913273217","-23.47541913273217","-16.01249931865201","-16.01249931865201","-16.01249931865201"
"3085","-63.47209777629175","-63.47209777629175","-63.47209777629175","-23.71922766857649","-23.71922766857649","-23.71922766857649","-16.19698397188406","-16.19698397188406","-16.19698397188406"
"3086","-63.788760417332966","-63.788760417332966","-63.788760417332966","-23.7305893716434","-23.7305893716434","-23.7305893716434","-16.17827927452941","-16.17827927452941","-16.17827927452941"
"3087","-64.33147169629291","-64.33147169629291","-64.33147169629291","-23.642065493257814","-23.642065493257814","-23.642065493257814","-16.226413238583994","-16.226413238583994","-16.226413238583994"
"3088","-63.84164178303867","-63.84164178303867","-63.84164178303867","-23.5929566704508","-23.5929566704508","-23.5929566704508","-16.343450573719796","-16.343450573719796","-16.343450573719796"
"3089","-63.91805386381512","-63.91805386381512","-63.91805386381512","-23.640670498566642","-23.640670498566642","-23.640670498566642","-16.540761655258105","-16.540761655258105","-16.540761655258105"
"3090","-63.61535724632422","-63.61535724632422","-63.61535724632422","-23.7164128779859","-23.7164128779859","-23.7164128779859","-16.640235513968303","-16.640235513968303","-16.640235513968303"
"3091","-63.60713008862345","-63.60713008862345","-63.60713008862345","-23.60809589102529","-23.60809589102529","-23.60809589102529","-16.55625828463117","-16.55625828463117","-16.55625828463117"
"3092","-63.89124303728123","-63.89124303728123","-63.89124303728123","-23.06992717106406","-23.06992717106406","-23.06992717106406","-16.542949550594706","-16.542949550594706","-16.542949550594706"
"3093","-63.78498482854375","-63.78498482854375","-63.78498482854375","-22.976864889882812","-22.976864889882812","-22.976864889882812","-16.436010448362318","-16.436010448362318","-16.436010448362318"
"3094","-63.90633095164672","-63.90633095164672","-63.90633095164672","-23.368508165499932","-23.368508165499932","-23.368508165499932","-16.178434260437125","-16.178434260437125","-16.178434260437125"
"3095","-63.66629931390437","-63.66629931390437","-63.66629931390437","-23.295445868047025","-23.295445868047025","-23.295445868047025","-16.182011955300098","-16.182011955300098","-16.182011955300098"
"3096","-64.15687386281483","-64.15687386281483","-64.15687386281483","-23.346277667650167","-23.346277667650167","-23.346277667650167","-16.354995569405425","-16.354995569405425","-16.354995569405425"
"3097","-63.89502567426319","-63.89502567426319","-63.89502567426319","-23.416350439728394","-23.416350439728394","-23.416350439728394","-16.31997500270537","-16.31997500270537","-16.31997500270537"
"3098","-63.955521331369376","-63.955521331369376","-63.955521331369376","-23.542303548000984","-23.542303548000984","-23.542303548000984","-16.51693857743525","-16.51693857743525","-16.51693857743525"
"3099","-64.33347378391203","-64.33347378391203","-64.33347378391203","-23.514800469863985","-23.514800469863985","-23.514800469863985","-16.03665254311966","-16.03665254311966","-16.03665254311966"
"3100","-64.17226117166548","-64.17226117166548","-64.17226117166548","-23.543640122497045","-23.543640122497045","-23.543640122497045","-15.921619433647031","-15.921619433647031","-15.921619433647031"
"3101","-63.393149592663825","-63.393149592663825","-63.393149592663825","-23.746836059218978","-23.746836059218978","-23.746836059218978","-16.03407035167937","-16.03407035167937","-16.03407035167937"
"3102","-63.17308609076022","-63.17308609076022","-63.17308609076022","-23.80647703341557","-23.80647703341557","-23.80647703341557","-16.026731514435188","-16.026731514435188","-16.026731514435188"
"3103","-63.88750182179959","-63.88750182179959","-63.88750182179959","-23.87577504257889","-23.87577504257889","-23.87577504257889","-15.367631556919774","-15.367631556919774","-15.367631556919774"
"3104","-63.17233052923488","-63.17233052923488","-63.17233052923488","-23.812204008180252","-23.812204008180252","-23.812204008180252","-15.370645076810586","-15.370645076810586","-15.370645076810586"
"3105","-63.31622580832118","-63.31622580832118","-63.31622580832118","-23.801469828361842","-23.801469828361842","-23.801469828361842","-15.381434636920016","-15.381434636920016","-15.381434636920016"
"3106","-63.25934128942484","-63.25934128942484","-63.25934128942484","-23.532258781280476","-23.532258781280476","-23.532258781280476","-15.144742736419246","-15.144742736419246","-15.144742736419246"
"3107","-63.31443728437092","-63.31443728437092","-63.31443728437092","-23.647247781854308","-23.647247781854308","-23.647247781854308","-15.214088536448152","-15.214088536448152","-15.214088536448152"
"3108","-63.314127821588635","-63.314127821588635","-63.314127821588635","-23.626393112136892","-23.626393112136892","-23.626393112136892","-15.078170533476817","-15.078170533476817","-15.078170533476817"
"3109","-63.29927570284625","-63.29927570284625","-63.29927570284625","-23.768176253671076","-23.768176253671076","-23.768176253671076","-15.03147878675141","-15.03147878675141","-15.03147878675141"
"3110","-63.33421916698003","-63.33421916698003","-63.33421916698003","-23.937737189883734","-23.937737189883734","-23.937737189883734","-15.279690530162439","-15.279690530162439","-15.279690530162439"
"3111","-63.38623970356577","-63.38623970356577","-63.38623970356577","-24.024882335811572","-24.024882335811572","-24.024882335811572","-15.383002765725355","-15.383002765725355","-15.383002765725355"
"3112","-63.08658133178732","-63.08658133178732","-63.08658133178732","-23.969428268867496","-23.969428268867496","-23.969428268867496","-15.42132523823367","-15.42132523823367","-15.42132523823367"
"3113","-63.12027457856207","-63.12027457856207","-63.12027457856207","-23.98851916050618","-23.98851916050618","-23.98851916050618","-15.09224308305502","-15.09224308305502","-15.09224308305502"
"3114","-63.32265208429541","-63.32265208429541","-63.32265208429541","-23.80148420614638","-23.80148420614638","-23.80148420614638","-15.116223839594138","-15.116223839594138","-15.116223839594138"
"3115","-63.42294395370858","-63.42294395370858","-63.42294395370858","-23.892219812826497","-23.892219812826497","-23.892219812826497","-15.107692611171599","-15.107692611171599","-15.107692611171599"
"3116","-63.428332775972386","-63.428332775972386","-63.428332775972386","-24.310947890408457","-24.310947890408457","-24.310947890408457","-15.076233238541244","-15.076233238541244","-15.076233238541244"
"3117","-63.99090151889529","-63.99090151889529","-63.99090151889529","-24.140732325882208","-24.140732325882208","-24.140732325882208","-15.299895424391448","-15.299895424391448","-15.299895424391448"
"3118","-64.02863657958527","-64.02863657958527","-64.02863657958527","-24.173586556584052","-24.173586556584052","-24.173586556584052","-15.27862510131393","-15.27862510131393","-15.27862510131393"
"3119","-64.15818018648395","-64.15818018648395","-64.15818018648395","-24.014790290300265","-24.014790290300265","-24.014790290300265","-14.916400633373705","-14.916400633373705","-14.916400633373705"
"3120","-64.68994058515071","-64.68994058515071","-64.68994058515071","-23.827456462319436","-23.827456462319436","-23.827456462319436","-14.904853544366517","-14.904853544366517","-14.904853544366517"
"3121","-64.59631989135994","-64.59631989135994","-64.59631989135994","-23.946236655401986","-23.946236655401986","-23.946236655401986","-15.077183911878324","-15.077183911878324","-15.077183911878324"
"3122","-64.18466056851497","-64.18466056851497","-64.18466056851497","-23.990042791754863","-23.990042791754863","-23.990042791754863","-15.074766853741098","-15.074766853741098","-15.074766853741098"
"3123","-63.81131307138005","-63.81131307138005","-63.81131307138005","-23.464405053507107","-23.464405053507107","-23.464405053507107","-15.019389331322962","-15.019389331322962","-15.019389331322962"
"3124","-64.34283547386136","-64.34283547386136","-64.34283547386136","-23.455668979253243","-23.455668979253243","-23.455668979253243","-15.120983116028249","-15.120983116028249","-15.120983116028249"
"3125","-64.89819254367477","-64.89819254367477","-64.89819254367477","-23.149077772736337","-23.149077772736337","-23.149077772736337","-15.110037651868643","-15.110037651868643","-15.110037651868643"
"3126","-64.84675299933687","-64.84675299933687","-64.84675299933687","-22.967763865717252","-22.967763865717252","-22.967763865717252","-14.901397601847389","-14.901397601847389","-14.901397601847389"
"3127","-64.77729551116109","-64.77729551116109","-64.77729551116109","-22.918584908049308","-22.918584908049308","-22.918584908049308","-15.085714340036619","-15.085714340036619","-15.085714340036619"
"3128","-64.02601077579233","-64.02601077579233","-64.02601077579233","-22.880648793295858","-22.880648793295858","-22.880648793295858","-14.807808766113318","-14.807808766113318","-14.807808766113318"
"3129","-64.15503197789538","-64.15503197789538","-64.15503197789538","-23.33805371524673","-23.33805371524673","-23.33805371524673","-14.856786100387188","-14.856786100387188","-14.856786100387188"
"3130","-63.840746861671185","-63.840746861671185","-63.840746861671185","-23.082746073321697","-23.082746073321697","-23.082746073321697","-14.637400303695676","-14.637400303695676","-14.637400303695676"
"3131","-63.654590246273436","-63.654590246273436","-63.654590246273436","-22.678272702197273","-22.678272702197273","-22.678272702197273","-14.925689338093935","-14.925689338093935","-14.925689338093935"
"3132","-64.01592439582005","-64.01592439582005","-64.01592439582005","-22.839894996604514","-22.839894996604514","-22.839894996604514","-15.012836864246621","-15.012836864246621","-15.012836864246621"
"3133","-63.82244544330826","-63.82244544330826","-63.82244544330826","-23.067581762639417","-23.067581762639417","-23.067581762639417","-14.939470367920363","-14.939470367920363","-14.939470367920363"
"3134","-63.80415793459354","-63.80415793459354","-63.80415793459354","-22.543849675250367","-22.543849675250367","-22.543849675250367","-14.974808366212805","-14.974808366212805","-14.974808366212805"
"3135","-63.79377186934405","-63.79377186934405","-63.79377186934405","-22.740590314923793","-22.740590314923793","-22.740590314923793","-14.861014008451344","-14.861014008451344","-14.861014008451344"
"3136","-63.87011399832206","-63.87011399832206","-63.87011399832206","-22.572912835670753","-22.572912835670753","-22.572912835670753","-14.939498330576887","-14.939498330576887","-14.939498330576887"
"3137","-63.77455446837219","-63.77455446837219","-63.77455446837219","-22.217736467876538","-22.217736467876538","-22.217736467876538","-14.798423341913656","-14.798423341913656","-14.798423341913656"
"3138","-63.29953279526892","-63.29953279526892","-63.29953279526892","-22.18175158058114","-22.18175158058114","-22.18175158058114","-14.67814170837207","-14.67814170837207","-14.67814170837207"
"3139","-63.766283958752744","-63.766283958752744","-63.766283958752744","-22.166336131379385","-22.166336131379385","-22.166336131379385","-15.092160233799477","-15.092160233799477","-15.092160233799477"
"3140","-63.98446503368199","-63.98446503368199","-63.98446503368199","-22.107847437889166","-22.107847437889166","-22.107847437889166","-15.044472194766138","-15.044472194766138","-15.044472194766138"
"3141","-63.97260336207961","-63.97260336207961","-63.97260336207961","-21.78866045197539","-21.78866045197539","-21.78866045197539","-14.926750662486343","-14.926750662486343","-14.926750662486343"
"3142","-64.17003892583331","-64.17003892583331","-64.17003892583331","-21.87159406522902","-21.87159406522902","-21.87159406522902","-14.796314161076971","-14.796314161076971","-14.796314161076971"
"3143","-63.9833154333377","-63.9833154333377","-63.9833154333377","-21.852987307048803","-21.852987307048803","-21.852987307048803","-14.709991860649746","-14.709991860649746","-14.709991860649746"
"3144","-63.68523765956297","-63.68523765956297","-63.68523765956297","-21.797292284495324","-21.797292284495324","-21.797292284495324","-14.829146355385053","-14.829146355385053","-14.829146355385053"
"3145","-63.982812024315436","-63.982812024315436","-63.982812024315436","-21.498686140868422","-21.498686140868422","-21.498686140868422","-14.863937266935704","-14.863937266935704","-14.863937266935704"
"3146","-63.33869425517785","-63.33869425517785","-63.33869425517785","-21.537310251172595","-21.537310251172595","-21.537310251172595","-14.67077927449172","-14.67077927449172","-14.67077927449172"
"3147","-63.188602866224336","-63.188602866224336","-63.188602866224336","-21.76305734609983","-21.76305734609983","-21.76305734609983","-14.655153294074257","-14.655153294074257","-14.655153294074257"
"3148","-63.80260243787823","-63.80260243787823","-63.80260243787823","-21.436327226669377","-21.436327226669377","-21.436327226669377","-14.533611217619761","-14.533611217619761","-14.533611217619761"
"3149","-64.3005069412331","-64.3005069412331","-64.3005069412331","-21.53679696618911","-21.53679696618911","-21.53679696618911","-14.855525341844698","-14.855525341844698","-14.855525341844698"
"3150","-64.9519863053818","-64.9519863053818","-64.9519863053818","-21.4752409405051","-21.4752409405051","-21.4752409405051","-14.80722224870774","-14.80722224870774","-14.80722224870774"
"3151","-65.00768230245218","-65.00768230245218","-65.00768230245218","-21.43469799439361","-21.43469799439361","-21.43469799439361","-14.254729658480915","-14.254729658480915","-14.254729658480915"
"3152","-65.13735043240153","-65.13735043240153","-65.13735043240153","-21.379136595603104","-21.379136595603104","-21.379136595603104","-14.137021950080518","-14.137021950080518","-14.137021950080518"
"3153","-65.07991258839144","-65.07991258839144","-65.07991258839144","-21.521386263151577","-21.521386263151577","-21.521386263151577","-13.991463463621157","-13.991463463621157","-13.991463463621157"
"3154","-64.30461268883906","-64.30461268883906","-64.30461268883906","-21.42656166816972","-21.42656166816972","-21.42656166816972","-14.026171308563057","-14.026171308563057","-14.026171308563057"
"3155","-64.32647214711818","-64.32647214711818","-64.32647214711818","-21.43563738494674","-21.43563738494674","-21.43563738494674","-13.88385971630279","-13.88385971630279","-13.88385971630279"
"3156","-64.77241080285579","-64.77241080285579","-64.77241080285579","-21.499179639501687","-21.499179639501687","-21.499179639501687","-13.741384455488717","-13.741384455488717","-13.741384455488717"
"3157","-64.55697915104155","-64.55697915104155","-64.55697915104155","-21.492141408398467","-21.492141408398467","-21.492141408398467","-13.381647405674466","-13.381647405674466","-13.381647405674466"
"3158","-64.67899199337711","-64.67899199337711","-64.67899199337711","-21.4969634966423","-21.4969634966423","-21.4969634966423","-13.405860476565868","-13.405860476565868","-13.405860476565868"
"3159","-64.6536548469784","-64.6536548469784","-64.6536548469784","-21.208398247745333","-21.208398247745333","-21.208398247745333","-12.987318873392553","-12.987318873392553","-12.987318873392553"
"3160","-65.06077054897747","-65.06077054897747","-65.06077054897747","-21.160543438124737","-21.160543438124737","-21.160543438124737","-12.962859691905734","-12.962859691905734","-12.962859691905734"
