"Step","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)__MAX"
"1376","58.2144113907244","58.2144113907244","58.2144113907244"
"1379","58.489037052100315","58.489037052100315","58.489037052100315"
"1382","57.786345907798975","57.786345907798975","57.786345907798975"
"1385","57.00274220053052","57.00274220053052","57.00274220053052"
"1388","58.14795349978372","58.14795349978372","58.14795349978372"
"1391","59.4652471140718","59.4652471140718","59.4652471140718"
"1394","58.7680083945975","58.7680083945975","58.7680083945975"
"1397","57.54396301463531","57.54396301463531","57.54396301463531"
"1400","57.917867724392934","57.917867724392934","57.917867724392934"
"1403","57.99530440218876","57.99530440218876","57.99530440218876"
"1406","58.29788467059965","58.29788467059965","58.29788467059965"
"1409","58.32969105169811","58.32969105169811","58.32969105169811"
"1412","58.17501059392621","58.17501059392621","58.17501059392621"
"1415","59.03532049928009","59.03532049928009","59.03532049928009"
"1418","58.597058169677894","58.597058169677894","58.597058169677894"
"1421","60.24172280048777","60.24172280048777","60.24172280048777"
"1424","60.61054251118766","60.61054251118766","60.61054251118766"
"1427","60.76877965609363","60.76877965609363","60.76877965609363"
"1430","60.87762842871035","60.87762842871035","60.87762842871035"
"1433","60.66473353428206","60.66473353428206","60.66473353428206"
"1436","59.624228423231195","59.624228423231195","59.624228423231195"
"1439","59.868520255365326","59.868520255365326","59.868520255365326"
"1442","58.89488638555696","58.89488638555696","58.89488638555696"
"1445","58.89453371669849","58.89453371669849","58.89453371669849"
"1448","58.51137417028944","58.51137417028944","58.51137417028944"
"1451","57.958553561478624","57.958553561478624","57.958553561478624"
"1454","56.126792903858494","56.126792903858494","56.126792903858494"
"1457","56.74875845954412","56.74875845954412","56.74875845954412"
"1460","55.96792585508894","55.96792585508894","55.96792585508894"
"1463","56.94625472719242","56.94625472719242","56.94625472719242"
"1466","56.69501428170193","56.69501428170193","56.69501428170193"
"1469","55.23686691721913","55.23686691721913","55.23686691721913"
"1472","55.20615887644317","55.20615887644317","55.20615887644317"
"1475","55.91854473245541","55.91854473245541","55.91854473245541"
"1478","55.51824500643877","55.51824500643877","55.51824500643877"
"1481","55.0120346296595","55.0120346296595","55.0120346296595"
"1484","55.31492576479243","55.31492576479243","55.31492576479243"
"1487","53.42858857261643","53.42858857261643","53.42858857261643"
"1490","52.98236606312702","52.98236606312702","52.98236606312702"
"1493","53.95715532249554","53.95715532249554","53.95715532249554"
"1496","53.481967777404854","53.481967777404854","53.481967777404854"
"1499","52.11652313482659","52.11652313482659","52.11652313482659"
"1502","52.616413595720005","52.616413595720005","52.616413595720005"
"1505","52.48406356996192","52.48406356996192","52.48406356996192"
"1508","51.94476877970853","51.94476877970853","51.94476877970853"
"1511","51.4863011356557","51.4863011356557","51.4863011356557"
"1514","50.089771443037506","50.089771443037506","50.089771443037506"
"1517","49.99634656452842","49.99634656452842","49.99634656452842"
"1520","49.51440088059956","49.51440088059956","49.51440088059956"
"1523","51.578254862785144","51.578254862785144","51.578254862785144"
"1526","53.26901055171237","53.26901055171237","53.26901055171237"
"1529","53.060740609476376","53.060740609476376","53.060740609476376"
"1532","52.288137760189294","52.288137760189294","52.288137760189294"
"1535","52.184931589775005","52.184931589775005","52.184931589775005"
"1538","52.833102742009","52.833102742009","52.833102742009"
"1541","52.98962802741983","52.98962802741983","52.98962802741983"
"1544","51.54502915344847","51.54502915344847","51.54502915344847"
"1547","52.00662246944503","52.00662246944503","52.00662246944503"
"1550","52.16484209163033","52.16484209163033","52.16484209163033"
"1553","52.02705097274091","52.02705097274091","52.02705097274091"
"1556","52.18679736231874","52.18679736231874","52.18679736231874"
"1559","52.268173530314506","52.268173530314506","52.268173530314506"
"1562","52.33308705356781","52.33308705356781","52.33308705356781"
"1565","52.682320676375596","52.682320676375596","52.682320676375596"
"1568","52.99942062849718","52.99942062849718","52.99942062849718"
"1571","54.059803739167485","54.059803739167485","54.059803739167485"
"1574","54.59991928769275","54.59991928769275","54.59991928769275"
"1577","54.134746743395816","54.134746743395816","54.134746743395816"
"1580","53.49219291478735","53.49219291478735","53.49219291478735"
"1583","53.610127665353566","53.610127665353566","53.610127665353566"
"1586","53.16749473521015","53.16749473521015","53.16749473521015"
"1589","52.55847455286158","52.55847455286158","52.55847455286158"
"1592","53.54304156527982","53.54304156527982","53.54304156527982"
"1595","54.39138556941384","54.39138556941384","54.39138556941384"
"1598","54.952851013703324","54.952851013703324","54.952851013703324"
"1601","54.621829225873796","54.621829225873796","54.621829225873796"
"1604","53.75511130388477","53.75511130388477","53.75511130388477"
"1607","54.916742291501926","54.916742291501926","54.916742291501926"
"1610","55.20269502990443","55.20269502990443","55.20269502990443"
"1613","53.16029702234195","53.16029702234195","53.16029702234195"
"1616","53.01026066594344","53.01026066594344","53.01026066594344"
"1619","52.82905321253776","52.82905321253776","52.82905321253776"
"1622","54.3366540032535","54.3366540032535","54.3366540032535"
"1625","55.39592071970403","55.39592071970403","55.39592071970403"
"1628","54.96863101928384","54.96863101928384","54.96863101928384"
"1631","53.83582192624187","53.83582192624187","53.83582192624187"
"1634","53.526122325862524","53.526122325862524","53.526122325862524"
"1637","52.00475600209176","52.00475600209176","52.00475600209176"
"1640","51.91284534896724","51.91284534896724","51.91284534896724"
"1643","52.742648346381145","52.742648346381145","52.742648346381145"
"1646","51.706628324815874","51.706628324815874","51.706628324815874"
"1649","50.94309988502153","50.94309988502153","50.94309988502153"
"1652","49.77831567649185","49.77831567649185","49.77831567649185"
"1655","48.9336944752978","48.9336944752978","48.9336944752978"
"1658","47.977918942216526","47.977918942216526","47.977918942216526"
"1661","48.61567979190255","48.61567979190255","48.61567979190255"
"1664","48.8698177770257","48.8698177770257","48.8698177770257"
"1667","48.713659568697175","48.713659568697175","48.713659568697175"
"1670","49.989886928575714","49.989886928575714","49.989886928575714"
"1673","48.73494868056363","48.73494868056363","48.73494868056363"
"1676","48.49047644338781","48.49047644338781","48.49047644338781"
"1679","49.19152543765484","49.19152543765484","49.19152543765484"
"1682","49.143807667076906","49.143807667076906","49.143807667076906"
"1685","49.20701892378849","49.20701892378849","49.20701892378849"
"1688","49.84383121391878","49.84383121391878","49.84383121391878"
"1691","49.407108774187456","49.407108774187456","49.407108774187456"
"1694","48.63321826800832","48.63321826800832","48.63321826800832"
"1697","49.289426998595836","49.289426998595836","49.289426998595836"
"1700","49.76655458595541","49.76655458595541","49.76655458595541"
"1703","49.336934895740775","49.336934895740775","49.336934895740775"
"1706","49.46353365301503","49.46353365301503","49.46353365301503"
"1709","49.4332392712038","49.4332392712038","49.4332392712038"
"1712","48.733577015058025","48.733577015058025","48.733577015058025"
"1715","49.94940388692846","49.94940388692846","49.94940388692846"
"1718","49.81360797834539","49.81360797834539","49.81360797834539"
"1721","50.720152496438935","50.720152496438935","50.720152496438935"
"1724","52.43452439325834","52.43452439325834","52.43452439325834"
"1727","53.61901098324951","53.61901098324951","53.61901098324951"
"1730","52.97157357845085","52.97157357845085","52.97157357845085"
"1733","53.04938391853319","53.04938391853319","53.04938391853319"
"1736","52.88722213123751","52.88722213123751","52.88722213123751"
"1739","52.613877772600055","52.613877772600055","52.613877772600055"
"1742","51.988695535105165","51.988695535105165","51.988695535105165"
"1745","50.86435803770918","50.86435803770918","50.86435803770918"
"1748","50.71122509931147","50.71122509931147","50.71122509931147"
"1751","50.88717645728577","50.88717645728577","50.88717645728577"
"1754","51.25983707404235","51.25983707404235","51.25983707404235"
"1757","51.165822700416655","51.165822700416655","51.165822700416655"
"1760","51.4266683166093","51.4266683166093","51.4266683166093"
"1763","49.978773068814895","49.978773068814895","49.978773068814895"
"1766","49.58439960051045","49.58439960051045","49.58439960051045"
"1769","51.43945008864584","51.43945008864584","51.43945008864584"
"1772","50.680243109492146","50.680243109492146","50.680243109492146"
"1775","52.00253641960246","52.00253641960246","52.00253641960246"
"1778","52.45890278382538","52.45890278382538","52.45890278382538"
"1781","51.838709612231085","51.838709612231085","51.838709612231085"
"1784","52.291637152085315","52.291637152085315","52.291637152085315"
"1787","51.68047179207504","51.68047179207504","51.68047179207504"
"1790","51.14042465086644","51.14042465086644","51.14042465086644"
"1793","53.00897293861099","53.00897293861099","53.00897293861099"
"1796","52.5670536370588","52.5670536370588","52.5670536370588"
"1799","52.76226169389868","52.76226169389868","52.76226169389868"
"1802","52.709657504016334","52.709657504016334","52.709657504016334"
"1805","53.77197574383087","53.77197574383087","53.77197574383087"
"1808","53.69698830412698","53.69698830412698","53.69698830412698"
"1811","53.670795052493055","53.670795052493055","53.670795052493055"
"1814","53.40648715836332","53.40648715836332","53.40648715836332"
"1817","53.52781806230168","53.52781806230168","53.52781806230168"
"1820","53.432525453623114","53.432525453623114","53.432525453623114"
"1823","53.88943676709623","53.88943676709623","53.88943676709623"
"1826","52.864145906583154","52.864145906583154","52.864145906583154"
"1829","52.504992291533256","52.504992291533256","52.504992291533256"
"1832","51.46286134896274","51.46286134896274","51.46286134896274"
"1835","50.9946494514381","50.9946494514381","50.9946494514381"
"1838","50.963631339337326","50.963631339337326","50.963631339337326"
"1841","51.03512452402802","51.03512452402802","51.03512452402802"
"1844","50.514730852267","50.514730852267","50.514730852267"
"1847","51.52644090132055","51.52644090132055","51.52644090132055"
"1850","50.745283118389665","50.745283118389665","50.745283118389665"
"1853","50.81535760982133","50.81535760982133","50.81535760982133"
"1856","49.77198661852873","49.77198661852873","49.77198661852873"
"1859","50.654148873472096","50.654148873472096","50.654148873472096"
"1862","50.72836527275976","50.72836527275976","50.72836527275976"
"1865","51.11228227855197","51.11228227855197","51.11228227855197"
"1868","50.69296126528275","50.69296126528275","50.69296126528275"
"1871","50.51006249412919","50.51006249412919","50.51006249412919"
"1874","50.86264666867376","50.86264666867376","50.86264666867376"
"1877","51.12992314973003","51.12992314973003","51.12992314973003"
"1880","50.1917526437026","50.1917526437026","50.1917526437026"
"1883","49.30779802019054","49.30779802019054","49.30779802019054"
"1886","50.5488493514405","50.5488493514405","50.5488493514405"
"1889","50.33975289584795","50.33975289584795","50.33975289584795"
"1892","51.00301374663993","51.00301374663993","51.00301374663993"
"1895","50.7542189264204","50.7542189264204","50.7542189264204"
"1898","50.91582106171067","50.91582106171067","50.91582106171067"
"1901","50.73279040840341","50.73279040840341","50.73279040840341"
"1904","50.85124583684842","50.85124583684842","50.85124583684842"
"1907","50.29664792557982","50.29664792557982","50.29664792557982"
"1910","48.0450316546627","48.0450316546627","48.0450316546627"
"1913","48.07579000970383","48.07579000970383","48.07579000970383"
"1916","49.26267726857276","49.26267726857276","49.26267726857276"
"1919","49.7731926076805","49.7731926076805","49.7731926076805"
"1922","49.04773057852535","49.04773057852535","49.04773057852535"
"1925","49.42035227001292","49.42035227001292","49.42035227001292"
"1928","48.39126171936811","48.39126171936811","48.39126171936811"
"1931","48.37281431471545","48.37281431471545","48.37281431471545"
"1934","50.00290840192137","50.00290840192137","50.00290840192137"
"1937","48.6439715663023","48.6439715663023","48.6439715663023"
"1940","48.48948010453114","48.48948010453114","48.48948010453114"
"1943","48.96627398570711","48.96627398570711","48.96627398570711"
"1946","48.03662289143137","48.03662289143137","48.03662289143137"
"1949","49.228377606776505","49.228377606776505","49.228377606776505"
"1952","49.03321984205802","49.03321984205802","49.03321984205802"
"1955","49.497766903161356","49.497766903161356","49.497766903161356"
"1958","50.131011799695436","50.131011799695436","50.131011799695436"
"1961","49.96262588455549","49.96262588455549","49.96262588455549"
"1964","50.91491300873818","50.91491300873818","50.91491300873818"
"1967","50.693440865954216","50.693440865954216","50.693440865954216"
