"Step","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"139","-92.38630653089994","-92.38630653089994","-92.38630653089994","-76.43837947891942","-76.43837947891942","-76.43837947891942","-64.06980045605734","-64.06980045605734","-64.06980045605734"
"140","-91.82062786227169","-91.82062786227169","-91.82062786227169","-76.32373779386162","-76.32373779386162","-76.32373779386162","-63.82149339039862","-63.82149339039862","-63.82149339039862"
"141","-89.76639953248026","-89.76639953248026","-89.76639953248026","-75.9352987082829","-75.9352987082829","-75.9352987082829","-63.2710834029316","-63.2710834029316","-63.2710834029316"
"142","-88.65367422441861","-88.65367422441861","-88.65367422441861","-74.69299463251318","-74.69299463251318","-74.69299463251318","-62.52729957736633","-62.52729957736633","-62.52729957736633"
"143","-88.68240580089332","-88.68240580089332","-88.68240580089332","-74.58160464877507","-74.58160464877507","-74.58160464877507","-61.36987521442139","-61.36987521442139","-61.36987521442139"
"144","-87.75040774375462","-87.75040774375462","-87.75040774375462","-74.46867355997426","-74.46867355997426","-74.46867355997426","-61.333883755817695","-61.333883755817695","-61.333883755817695"
"145","-87.35978644176666","-87.35978644176666","-87.35978644176666","-74.31303832438176","-74.31303832438176","-74.31303832438176","-61.639035103038545","-61.639035103038545","-61.639035103038545"
"146","-86.97925701798688","-86.97925701798688","-86.97925701798688","-74.01365905081003","-74.01365905081003","-74.01365905081003","-61.30002379968003","-61.30002379968003","-61.30002379968003"
"147","-86.53178345017884","-86.53178345017884","-86.53178345017884","-73.39973513644097","-73.39973513644097","-73.39973513644097","-61.11546210472679","-61.11546210472679","-61.11546210472679"
"148","-86.04966438897375","-86.04966438897375","-86.04966438897375","-72.48219992976183","-72.48219992976183","-72.48219992976183","-61.08715469960696","-61.08715469960696","-61.08715469960696"
"149","-85.8923584880342","-85.8923584880342","-85.8923584880342","-72.75079178227192","-72.75079178227192","-72.75079178227192","-59.12632934154983","-59.12632934154983","-59.12632934154983"
"150","-84.60493465178958","-84.60493465178958","-84.60493465178958","-72.65100748603192","-72.65100748603192","-72.65100748603192","-58.7987828013873","-58.7987828013873","-58.7987828013873"
"151","-84.09608078823315","-84.09608078823315","-84.09608078823315","-72.48905496888133","-72.48905496888133","-72.48905496888133","-58.50707712075363","-58.50707712075363","-58.50707712075363"
"152","-83.88989354733256","-83.88989354733256","-83.88989354733256","-72.36856952740035","-72.36856952740035","-72.36856952740035","-58.264443296565325","-58.264443296565325","-58.264443296565325"
"153","-83.04102074787062","-83.04102074787062","-83.04102074787062","-72.25455633440329","-72.25455633440329","-72.25455633440329","-58.061371641102056","-58.061371641102056","-58.061371641102056"
"154","-82.51088762525532","-82.51088762525532","-82.51088762525532","-70.90422379825047","-70.90422379825047","-70.90422379825047","-57.630506409731524","-57.630506409731524","-57.630506409731524"
"155","-82.08446382398793","-82.08446382398793","-82.08446382398793","-70.82871263090564","-70.82871263090564","-70.82871263090564","-57.88199097658968","-57.88199097658968","-57.88199097658968"
"156","-81.25398099037041","-81.25398099037041","-81.25398099037041","-70.47334063764187","-70.47334063764187","-70.47334063764187","-57.40728470643598","-57.40728470643598","-57.40728470643598"
"157","-80.27557298610112","-80.27557298610112","-80.27557298610112","-70.15793304002338","-70.15793304002338","-70.15793304002338","-57.1972898318069","-57.1972898318069","-57.1972898318069"
"158","-79.86291838737418","-79.86291838737418","-79.86291838737418","-69.25294169979719","-69.25294169979719","-69.25294169979719","-56.95772614713136","-56.95772614713136","-56.95772614713136"
"159","-79.0044552077104","-79.0044552077104","-79.0044552077104","-68.96435013670106","-68.96435013670106","-68.96435013670106","-57.12458302697197","-57.12458302697197","-57.12458302697197"
"160","-78.69396395961658","-78.69396395961658","-78.69396395961658","-68.6698270532878","-68.6698270532878","-68.6698270532878","-56.685207135655986","-56.685207135655986","-56.685207135655986"
"161","-78.52383350536262","-78.52383350536262","-78.52383350536262","-67.78184759996981","-67.78184759996981","-67.78184759996981","-56.796729927695935","-56.796729927695935","-56.796729927695935"
"162","-78.14207983292127","-78.14207983292127","-78.14207983292127","-67.47986129800194","-67.47986129800194","-67.47986129800194","-56.53724892119882","-56.53724892119882","-56.53724892119882"
"163","-77.37897750478224","-77.37897750478224","-77.37897750478224","-67.63918415809107","-67.63918415809107","-67.63918415809107","-55.766306660532","-55.766306660532","-55.766306660532"
"164","-77.01368465245943","-77.01368465245943","-77.01368465245943","-66.92969892896612","-66.92969892896612","-66.92969892896612","-55.53228610879409","-55.53228610879409","-55.53228610879409"
"165","-76.68880634923718","-76.68880634923718","-76.68880634923718","-66.23591978356673","-66.23591978356673","-66.23591978356673","-54.00271655078006","-54.00271655078006","-54.00271655078006"
"166","-76.55795349779216","-76.55795349779216","-76.55795349779216","-65.93680932717746","-65.93680932717746","-65.93680932717746","-53.87353140944001","-53.87353140944001","-53.87353140944001"
"167","-75.69059962395863","-75.69059962395863","-75.69059962395863","-65.65856066958071","-65.65856066958071","-65.65856066958071","-53.45153338224587","-53.45153338224587","-53.45153338224587"
"168","-75.53868697517557","-75.53868697517557","-75.53868697517557","-64.51901599752738","-64.51901599752738","-64.51901599752738","-52.92676247575958","-52.92676247575958","-52.92676247575958"
"169","-75.0512374775721","-75.0512374775721","-75.0512374775721","-64.25344059058908","-64.25344059058908","-64.25344059058908","-52.19134540500257","-52.19134540500257","-52.19134540500257"
"170","-74.846071853805","-74.846071853805","-74.846071853805","-63.709840716490454","-63.709840716490454","-63.709840716490454","-51.97771449808992","-51.97771449808992","-51.97771449808992"
"171","-74.57845358509508","-74.57845358509508","-74.57845358509508","-63.803507534783805","-63.803507534783805","-63.803507534783805","-51.73217285270832","-51.73217285270832","-51.73217285270832"
"172","-74.0198076830387","-74.0198076830387","-74.0198076830387","-63.055470430326395","-63.055470430326395","-63.055470430326395","-51.22658513412966","-51.22658513412966","-51.22658513412966"
"173","-73.72278575134675","-73.72278575134675","-73.72278575134675","-62.81903044286033","-62.81903044286033","-62.81903044286033","-51.029209852071375","-51.029209852071375","-51.029209852071375"
"174","-73.19873221024564","-73.19873221024564","-73.19873221024564","-62.58333480454063","-62.58333480454063","-62.58333480454063","-50.81983399041628","-50.81983399041628","-50.81983399041628"
"175","-72.5284206823651","-72.5284206823651","-72.5284206823651","-62.45546267645595","-62.45546267645595","-62.45546267645595","-50.271773749945694","-50.271773749945694","-50.271773749945694"
"176","-72.33504348284885","-72.33504348284885","-72.33504348284885","-62.2062998506668","-62.2062998506668","-62.2062998506668","-50.1347605958316","-50.1347605958316","-50.1347605958316"
"177","-72.03763420416173","-72.03763420416173","-72.03763420416173","-61.47251592902573","-61.47251592902573","-61.47251592902573","-48.75699625281313","-48.75699625281313","-48.75699625281313"
"178","-71.71820733790541","-71.71820733790541","-71.71820733790541","-61.249005827144025","-61.249005827144025","-61.249005827144025","-48.05290039149188","-48.05290039149188","-48.05290039149188"
"179","-71.41514941010493","-71.41514941010493","-71.41514941010493","-61.049849115220816","-61.049849115220816","-61.049849115220816","-46.673065946335264","-46.673065946335264","-46.673065946335264"
"180","-71.33250966674836","-71.33250966674836","-71.33250966674836","-59.94539622939095","-59.94539622939095","-59.94539622939095","-46.1627254769703","-46.1627254769703","-46.1627254769703"
"181","-71.09513490083825","-71.09513490083825","-71.09513490083825","-59.86878553678255","-59.86878553678255","-59.86878553678255","-46.09962676120194","-46.09962676120194","-46.09962676120194"
"182","-70.61591798537388","-70.61591798537388","-70.61591798537388","-59.677507351098086","-59.677507351098086","-59.677507351098086","-45.928068197823926","-45.928068197823926","-45.928068197823926"
"183","-69.99031148743465","-69.99031148743465","-69.99031148743465","-59.54111646230975","-59.54111646230975","-59.54111646230975","-45.304165487637064","-45.304165487637064","-45.304165487637064"
"184","-69.8696752484685","-69.8696752484685","-69.8696752484685","-59.75391437683471","-59.75391437683471","-59.75391437683471","-44.89002914203695","-44.89002914203695","-44.89002914203695"
"185","-69.53376066819376","-69.53376066819376","-69.53376066819376","-59.403859527504004","-59.403859527504004","-59.403859527504004","-44.01949669263278","-44.01949669263278","-44.01949669263278"
"186","-69.52283810361614","-69.52283810361614","-69.52283810361614","-59.02755926003144","-59.02755926003144","-59.02755926003144","-43.08955311917445","-43.08955311917445","-43.08955311917445"
"187","-69.09610100154991","-69.09610100154991","-69.09610100154991","-58.81597398325878","-58.81597398325878","-58.81597398325878","-43.050308837272425","-43.050308837272425","-43.050308837272425"
"188","-68.93441329385372","-68.93441329385372","-68.93441329385372","-58.59250489555416","-58.59250489555416","-58.59250489555416","-42.61612896453689","-42.61612896453689","-42.61612896453689"
"189","-68.64147761525582","-68.64147761525582","-68.64147761525582","-58.342055135191536","-58.342055135191536","-58.342055135191536","-42.48062904084977","-42.48062904084977","-42.48062904084977"
"190","-68.19456936183941","-68.19456936183941","-68.19456936183941","-58.08399483319636","-58.08399483319636","-58.08399483319636","-42.37052507551144","-42.37052507551144","-42.37052507551144"
"191","-66.95813819797992","-66.95813819797992","-66.95813819797992","-57.88024864778895","-57.88024864778895","-57.88024864778895","-42.24300408067054","-42.24300408067054","-42.24300408067054"
"192","-66.76181790333924","-66.76181790333924","-66.76181790333924","-57.38078779357645","-57.38078779357645","-57.38078779357645","-41.77952285586996","-41.77952285586996","-41.77952285586996"
"193","-66.80499686348759","-66.80499686348759","-66.80499686348759","-57.270436133758416","-57.270436133758416","-57.270436133758416","-41.64827399602016","-41.64827399602016","-41.64827399602016"
"194","-66.6836914841664","-66.6836914841664","-66.6836914841664","-56.895483836191666","-56.895483836191666","-56.895483836191666","-41.163000695952974","-41.163000695952974","-41.163000695952974"
"195","-66.51623846072886","-66.51623846072886","-66.51623846072886","-56.67271919979224","-56.67271919979224","-56.67271919979224","-40.43978270523379","-40.43978270523379","-40.43978270523379"
"196","-66.26260493975866","-66.26260493975866","-66.26260493975866","-56.474162227935224","-56.474162227935224","-56.474162227935224","-40.144108314426646","-40.144108314426646","-40.144108314426646"
"197","-65.84354213906275","-65.84354213906275","-65.84354213906275","-56.3473596152723","-56.3473596152723","-56.3473596152723","-40.212860060408296","-40.212860060408296","-40.212860060408296"
"198","-65.62713889532459","-65.62713889532459","-65.62713889532459","-56.27679352926669","-56.27679352926669","-56.27679352926669","-39.62465617524722","-39.62465617524722","-39.62465617524722"
"199","-65.01598247181353","-65.01598247181353","-65.01598247181353","-55.67657931988297","-55.67657931988297","-55.67657931988297","-39.25619922279048","-39.25619922279048","-39.25619922279048"
"200","-64.00943090199283","-64.00943090199283","-64.00943090199283","-54.67600435246362","-54.67600435246362","-54.67600435246362","-38.21344492212527","-38.21344492212527","-38.21344492212527"
"201","-64.01399577321307","-64.01399577321307","-64.01399577321307","-54.72452434549188","-54.72452434549188","-54.72452434549188","-38.14293657876794","-38.14293657876794","-38.14293657876794"
"202","-63.79867593331358","-63.79867593331358","-63.79867593331358","-54.08125890366524","-54.08125890366524","-54.08125890366524","-37.98494581082645","-37.98494581082645","-37.98494581082645"
"203","-62.162366063499114","-62.162366063499114","-62.162366063499114","-53.951411032908666","-53.951411032908666","-53.951411032908666","-37.67617447603706","-37.67617447603706","-37.67617447603706"
"204","-61.45251988242066","-61.45251988242066","-61.45251988242066","-53.09487636312435","-53.09487636312435","-53.09487636312435","-36.9076357615068","-36.9076357615068","-36.9076357615068"
"205","-61.163576629777765","-61.163576629777765","-61.163576629777765","-53.2418962200235","-53.2418962200235","-53.2418962200235","-36.715632603442785","-36.715632603442785","-36.715632603442785"
"206","-59.37027102926891","-59.37027102926891","-59.37027102926891","-51.70808377692467","-51.70808377692467","-51.70808377692467","-35.87624412626586","-35.87624412626586","-35.87624412626586"
"207","-59.473772792270786","-59.473772792270786","-59.473772792270786","-51.54077495788118","-51.54077495788118","-51.54077495788118","-35.10756624094587","-35.10756624094587","-35.10756624094587"
"208","-58.64305450614721","-58.64305450614721","-58.64305450614721","-51.260280264086106","-51.260280264086106","-51.260280264086106","-34.171353266288044","-34.171353266288044","-34.171353266288044"
"209","-57.95234720087065","-57.95234720087065","-57.95234720087065","-50.436498512553","-50.436498512553","-50.436498512553","-32.42184305692328","-32.42184305692328","-32.42184305692328"
"210","-57.48410938039965","-57.48410938039965","-57.48410938039965","-50.041112272103895","-50.041112272103895","-50.041112272103895","-31.126860145117035","-31.126860145117035","-31.126860145117035"
"211","-56.32166005981637","-56.32166005981637","-56.32166005981637","-49.88901355436624","-49.88901355436624","-49.88901355436624","-30.68542363617435","-30.68542363617435","-30.68542363617435"
"212","-54.61139539199763","-54.61139539199763","-54.61139539199763","-48.98151782350805","-48.98151782350805","-48.98151782350805","-28.961143017260266","-28.961143017260266","-28.961143017260266"
"213","-52.68364779233839","-52.68364779233839","-52.68364779233839","-48.03078177956172","-48.03078177956172","-48.03078177956172","-27.52029102058639","-27.52029102058639","-27.52029102058639"
"214","-51.87205197994617","-51.87205197994617","-51.87205197994617","-48.33521193661225","-48.33521193661225","-48.33521193661225","-26.630979941321776","-26.630979941321776","-26.630979941321776"
"215","-50.32149659995505","-50.32149659995505","-50.32149659995505","-48.069089465079976","-48.069089465079976","-48.069089465079976","-26.4213974699968","-26.4213974699968","-26.4213974699968"
"216","-49.751304940497214","-49.751304940497214","-49.751304940497214","-47.48583903135931","-47.48583903135931","-47.48583903135931","-25.034255726886048","-25.034255726886048","-25.034255726886048"
"217","-49.113637009996566","-49.113637009996566","-49.113637009996566","-46.94616512617547","-46.94616512617547","-46.94616512617547","-25.45226537043213","-25.45226537043213","-25.45226537043213"
"218","-48.09832761934","-48.09832761934","-48.09832761934","-46.76245759934299","-46.76245759934299","-46.76245759934299","-25.065431453038354","-25.065431453038354","-25.065431453038354"
"219","-47.48539711726887","-47.48539711726887","-47.48539711726887","-45.84001696841315","-45.84001696841315","-45.84001696841315","-23.320259851115658","-23.320259851115658","-23.320259851115658"
"220","-46.46920351645327","-46.46920351645327","-46.46920351645327","-45.6230139188335","-45.6230139188335","-45.6230139188335","-22.850128803807756","-22.850128803807756","-22.850128803807756"
"221","-45.74919870651293","-45.74919870651293","-45.74919870651293","-45.39052883781935","-45.39052883781935","-45.39052883781935","-23.179332437221568","-23.179332437221568","-23.179332437221568"
"222","-44.36580132135805","-44.36580132135805","-44.36580132135805","-44.95698514506289","-44.95698514506289","-44.95698514506289","-22.835197635183896","-22.835197635183896","-22.835197635183896"
"223","-43.375891425908485","-43.375891425908485","-43.375891425908485","-44.051317382502766","-44.051317382502766","-44.051317382502766","-21.604450584739073","-21.604450584739073","-21.604450584739073"
"224","-42.28261135803423","-42.28261135803423","-42.28261135803423","-42.97502649292079","-42.97502649292079","-42.97502649292079","-21.5872985855432","-21.5872985855432","-21.5872985855432"
